Name,Height,Weight,Nationality
J. Mansoni,185,78,Belgium
22 J. Altidore,183,79,United States
J. Beyer,187,80,Germany
C. Atsu,165,65,Ghana
J. Egan,185,75,Republic of Ireland
D. Štefulj,186,78,Croatia
B. White,181,83,United States
U. Bislimi,183,78,Kosovo
21 D. Jovançiç,186,75,Serbia
E. Delprato,183,74,Italy
E. Tatlı,180,72,Turkey
22 H. Miyuki,172,65,Japan
S. Christiansen,185,75,Norway
Leôncio Lobeiro,179,73,Brazil
B. Davies,185,74,England
L. Brown,183,79,England
22 N. Zungu,179,73,South Africa
Crivellaro,184,81,Brazil
D. Johnsen,185,75,Norway
E. Kornvig,187,70,Denmark
T. Dolan,164,63,England
22 M. Anderson,167,70,Scotland
T. Somers,178,77,Belgium
A. Bejarano,169,64,Bolivia
N. Featherstone,170,71,England
M. Watai,168,64,Japan
D. Ćaleta-Car,192,89,Croatia
A. Jasic,178,69,Austria
22 É. Michut,178,68,France
K. Yeboah,185,73,Italy
Y. Moses,170,66,Ghana
21 M. Sellouki,177,67,France
D. Caicedo,168,69,Colombia
B. Garré,171,63,Argentina
M. Bjørlo,176,64,Norway
L. Heredia,185,79,Argentina
22 Lucas Maia,192,85,Brazil
22 J. Fujita,172,70,Japan
Roger,180,74,Brazil
Luiz Felipe,187,80,Italy
A. Kashi,178,76,Algeria
A. Forrest,176,74,Scotland
V. Mihăilă,180,71,Romania
Edgar,193,78,Spain
Francés,180,70,Spain
A. Lewis,176,78,England
B. Celina,181,66,Kosovo
A. Mehmeti,180,63,Albania
O. Valenzuela,177,73,Peru
22 D. Ventúra,179,76,Slovakia
K. Hause,191,77,England
22 W. Rodríguez,182,84,Paraguay
N. Mehssatou,162,49,Chile
Gabriel,190,87,Brazil
L. Ranieri,187,76,Italy
M. Villanueva,192,79,Venezuela
22 M. Żyro,189,89,Poland
K. Doumbia,170,53,Mali
V. Taborda,175,75,Argentina
L. Larsen,175,74,Norway
22 A. Halilović,169,69,Croatia
Joan Sastre,174,75,Spain
D. Marsura,187,78,Italy
A. Thurgate,178,70,Australia
22 A. Cougo,180,73,Uruguay
C. Albanis,184,83,Greece
M. Al Harbi,177,60,Saudi Arabia
José Crespo,185,78,Spain
22 Ismael Casas,174,62,Spain
A. Leya Iseka,183,82,Belgium
21 R. Celis,174,62,Venezuela
J. Araujo,175,70,Mexico
B. Morris,182,71,England
M. Sarıkaya,179,72,Turkey
N. Celic,185,74,Austria
N. Tauer,183,74,Germany
R. Toledo,175,75,Paraguay
J. Indacoechea,172,71,Argentina
22 M. García,175,69,Argentina
22 N. Omladič,180,72,Slovenia
Jofre Carreras,175,70,Spain
Pedro Ferreira,183,79,Portugal
M. Leitsch,189,83,Germany
C. Palmer,189,74,England
I. Diallo,178,74,Côte d'Ivoire
22 A. Barco,188,83,Peru
G. Colmenárez,183,76,Venezuela
F. Dele-Bashiru,176,76,Nigeria
22 R. Fili,175,69,Albania
T. Hübers,190,82,Germany
17 Bruno Henrique,184,71,Brazil
Zé Carlos,177,72,Portugal
J. Tah,195,98,Germany
I. Kaboré,180,70,Burkina Faso
M. Chahiri,180,77,France
22 G. Vega,173,70,Uruguay
Y. Rahmani,179,73,France
Barrenetxea,175,74,Spain
14 M. Silvestre,183,83,France
D. Glaby,178,77,Argentina
22 D. Lagator,190,82,Montenegro
M. Roerslev,184,67,Denmark
G. Maroni,175,70,Argentina
C. Jerome,185,85,England
L. Zanimacchia,178,70,Italy
20 G. Iliev,178,75,Bulgaria
22 Lucas de Vega,172,64,Brazil
E. Torregrossa,184,87,Italy
15 O. Kapo,183,72,France
M. Bayo,188,76,Guinea
L. Picco,188,79,Argentina
D. Valda,177,73,Bolivia
A. Cabeza,185,79,Ecuador
H. Ghacha,170,67,Algeria
F. Álvarez,184,75,Argentina
22 C. Makgaka,176,67,South Africa
Álvaro Djaló,175,65,Spain
22 D. Céspedes,175,72,Bolivia
F. Oncoy,182,82,Peru
M. Jakoliš,182,74,Croatia
João Correia,175,62,Portugal
R. Colwill,193,85,Wales
N. Jackson,186,78,Senegal
A. López,167,67,Ecuador
Mardial Cunha,183,77,Brazil
K. Gorré,178,73,Curacao
G. Nápoli,176,70,Uruguay
21 M. Konrad,187,83,Germany
C. Kabasele,188,84,Belgium
C. Trujillo,174,65,Colombia
B. Delgado,171,67,Ecuador
D. Ólafsson,184,69,Iceland
R. Ledezma,174,64,United States
L. Iberico,176,79,Peru
B. Afobe,183,78,Congo DR
B. Bentaberry,184,76,Uruguay
22 G. Rodríguez,187,76,Uruguay
K. Gjasula,190,84,Albania
J. Sekidika,174,68,Nigeria
Danilo,174,68,Brazil
19 O. Kucher,184,77,Ukraine
B. Mendy,191,82,France
Y. Sor,174,68,Nigeria
A. Amade,170,64,Germany
J. Panzo,185,72,England
Jordi Mboula,183,74,Spain
20 Pak Kwang Ryong,188,83,Korea DPR
Á. Barreal,172,66,Argentina
22 Filipe Cardoso,190,78,Portugal
M. Miranda,174,69,Argentina
R. Rubin,180,73,United States
M. Mieles,162,60,Ecuador
F. Girotti,190,84,Argentina
21 K. Großkreutz,186,75,Germany
21 K. Harris,175,68,England
Guilherme Schettine,180,75,Brazil
L. Herrmann,176,71,Germany
L. Vázquez,190,78,Argentina
C. O'Keeffe,184,70,Republic of Ireland
Júnior Brumado,190,88,Brazil
22 A. Quintero,167,62,Panama
22 M. Tsaousis,175,74,Greece
22 D. Avramovski,184,77,North Macedonia
C. Coşkun,173,71,Turkey
22 J. Hergault,185,80,France
J. Kałuziński,184,74,Poland
J. Aude,180,65,Argentina
A. Mikkelsen,170,62,Norway
J. Pohjanpalo,186,83,Finland
Talles Magno,186,70,Brazil
Gabriel Veron,176,75,Brazil
Leonardo Lelo,175,70,Portugal
H. Burrows,168,55,England
21 Pedro Simões,181,77,Portugal
22 M. Hlavatý,170,64,Czech Republic
22 S. Robertson,172,64,Scotland
Leandro Fernandes,176,72,Netherlands
J. Sterner,180,64,Germany
14 V. Iliev,185,80,Bulgaria
22 G. Villamíl,175,64,Peru
K. Pierie,183,75,Netherlands
Vinicius Souza,187,80,Brazil
17 E. Quintin,180,76,France
J. Earl,192,78,England
H. Elliott,170,67,England
S. Raebiger,176,70,Germany
12 S. Pedersen,180,80,Norway
Kaio Jorge,182,71,Brazil
22 Gorka Larrucea,182,76,Spain
S. Godwin,170,63,Nigeria
B. Traoré,183,67,Mali
T. Banega,177,67,Argentina
21 D. Iliev,185,82,Bulgaria
22 M. Parrales,182,81,Ecuador
K. Goudmijn,173,58,Netherlands
R. Decostere,180,68,Belgium
22 A. Güler,176,61,Turkey
G. Cortéz,174,70,Ecuador
D. Wright,175,69,England
M. Djitté,180,75,Senegal
P. Struijk,190,79,Netherlands
S. Plechaty,177,75,Germany
M. van Ewijk,175,70,Netherlands
M. Tilio,170,67,Australia
21 R. Asadi,190,83,Iran
22 P. Perlaza,172,80,Ecuador
22 R. Martínez,187,88,Paraguay
O. Tymchyk,180,67,Ukraine
Riquelme,174,66,Spain
R. Hedges,185,65,Wales
F. Ferrari,167,67,Argentina
M. Röhl,192,76,Germany
21 Lucas Felippe,178,70,Brazil
F. de Vries,188,80,New Zealand
Adryan,175,71,Brazil
Matheus Pereira,181,68,Brazil
K. Rivera,170,56,Ecuador
K. Fitz-Jim,174,60,Netherlands
22 Aitor Buñuel,173,70,Spain
R. Phillips,170,74,Panama
22 R. Massimo,181,77,Germany
A. Opoku,185,71,Germany
M. Leverbe,188,82,France
I. Chair,164,64,Morocco
M. Weigandt,175,72,Argentina
15 G. Forró,173,74,Hungary
G. Añasgo,170,69,Argentina
H. Tangen,177,73,Norway
H. Martínez,171,72,Paraguay
D. Doekhi,190,86,Netherlands
É. Bocat,182,71,France
M. Quiroga,190,82,Argentina
C. Cowell,182,75,United States
21 P. Cifuentes,185,78,Ecuador
D. Ignatenko,190,80,Ukraine
R. Sosa,178,75,Paraguay
E. Kara,192,89,Austria
T. Walker,184,67,England
21 M. Jurčević,186,75,Slovenia
T. Kongolo,188,70,Netherlands
J. Zirkzee,193,89,Netherlands
B. Messaoudi,184,76,Algeria
22 S. Tanaka,174,70,Japan
G. Wagner,187,64,Uruguay
E. Castillo,180,77,Venezuela
R. Castrillo,169,65,Venezuela
M. Đuričin,182,72,Austria
Matchoi Djaló,175,68,Portugal
L. Assignon,179,67,France
J. Norwood,180,76,England
Martim Maia,175,78,Portugal
V. Misidjan,173,70,Netherlands
F. Escobar,175,72,Argentina
22 K. Okuno,174,63,Japan
L. Bate,172,63,England
M. Kjølø,174,71,Norway
M. Carpio,170,65,Peru
I. Șerban,176,73,Romania
21 M. Lotrič,168,66,Slovenia
21 A. Figuera,170,68,Venezuela
Pablo Gozálbez,170,65,Spain
J. Amoroso,183,73,Argentina
22 R. Crawford,174,74,Scotland
Carlos Embalo,175,72,Guinea Bissau
M. Vukčević,183,78,Montenegro
D. Pratley,185,69,England
S. Careaga,178,73,Argentina
Pedro Amaral,178,72,Portugal
T. Baldé,182,68,France
G. Marsh,178,68,England
J. Bruma,190,88,Netherlands
P. Neumann,192,82,Germany
22 Roger Martínez,177,67,Spain
S. Benchamma,185,71,France
F. Peña,180,75,Argentina
22 M. Kikonda,177,75,France
J. Álvarez,175,62,Uruguay
F. Kamberi,189,86,Albania
T. Coulibaly,178,75,France
A. Cabrera,185,85,Argentina
21 S. Bocchetti,186,81,Italy
21 Y. Lobo,187,77,Venezuela
Léo Borges,179,74,Brazil
22 M. Ryneš,181,72,Czech Republic
P. Siles,184,77,Bolivia
A. Montgomery,173,58,Scotland
N. Barrios,156,58,Argentina
C. Meza,166,63,Peru
E. Salcedo,178,74,Italy
22 F. Miya,177,74,Uganda
L. Figueroa,166,70,Bolivia
Y. Ngbakoto,173,69,Congo DR
J. Hadjam,184,83,France
R. Montes,182,78,Argentina
C. Petrila,176,67,Romania
E. Darboe,176,69,Gambia
O. Sahraoui,170,65,Norway
A. Lajami,178,75,Saudi Arabia
Leo Coelho,189,87,Brazil
J. Nisbet,158,58,Australia
21 Jorge Fernández,170,61,Spain
21 J. Martínez,163,64,Peru
M. Boudjemaa,182,70,Algeria
R. Gagliolo,180,75,Sweden
D. Spence,184,71,England
Mini,175,71,Spain
M. Karbownik,175,65,Poland
E. Zeballos,174,71,Argentina
K. Eriksen,177,67,Norway
J. Efford,176,72,United States
T. Bradshaw,178,71,Wales
D. Lovren,188,84,Croatia
21 M. Fabbro,174,71,Italy
22 S. Sané,196,85,Senegal
A. Di Pardo,182,75,Italy
22 B. Barcia,182,72,Uruguay
M. Diongue,179,66,France
L. Kastrati,176,63,Kosovo
Victor Bobsin,185,73,Brazil
W. Cheddira,187,80,Italy
22 A. Cáceres,170,73,Paraguay
S. Adrián,172,70,Bolivia
T. Buitink,174,68,Netherlands
E. Iannoni,185,78,Italy
22 S. Krykun,175,70,Ukraine
A. Cierpka,184,77,Poland
F. Ebosele,176,80,Republic of Ireland
A. O'Reilly,168,68,Republic of Ireland
22 Alberto Moreno,175,69,Spain
R. Ndiaye,179,70,France
E. Shahaf,176,67,Israel
K. Behrens,185,85,Germany
A. Rodrigues,181,79,Venezuela
I. Kharatin,188,76,Ukraine
22 V. Szilágyi,176,74,Serbia
K. Kaissis,170,65,Germany
A. Diouf,181,68,France
22 R. Rios,185,77,Colombia
22 J. Rodríguez,177,64,Mexico
Dani Albiar,173,67,Spain
H. Dotson,180,77,United States
J. Naschberger,173,70,Austria
F. Fagúndez,187,82,Uruguay
22 C. Abastoflor,178,73,Bolivia
21 K. Fukumori,169,68,Japan
Dani Morer,166,61,Spain
22 Marrony,181,75,Brazil
M. Skóraś,172,64,Poland
E. Jirka,182,73,Slovakia
22 T. Viudez,166,64,Uruguay
D. Etienne Jr.,178,77,Haiti
22 N. Díaz,180,75,Chile
A. Assal,162,62,Morocco
Miguel Baeza,177,76,Spain
22 L. Melano,183,78,Argentina
22 L. Grabban,183,78,England
Abel Bretones,186,78,Spain
O. Khan,170,71,England
21 J. Neira,180,79,Peru
22 D. Morales,175,70,Peru
P. Wålemark,184,75,Sweden
B. Mumba,168,61,England
F. Nmecha,185,77,Germany
N. Stosic,180,76,Austria
22 Eder González,171,66,Spain
22 O. Pachlopník,179,76,Czech Republic
22 Gonçalo Franco,176,69,Portugal
G. Kilkenny,170,64,Republic of Ireland
22 J. Valdivia,173,71,Chile
G. Isaksen,178,65,Denmark
22 L. Murphy,188,73,England
22 S. Uejo,166,61,Japan
22 A. Rayan,185,76,Egypt
D. Solomons,180,73,South Africa
P. Dwomoh,188,69,Belgium
M. Méndez,177,75,Uruguay
M. Satriano,187,75,Uruguay
21 E. Puña,170,66,Bolivia
22 D. Zalzman,173,70,Venezuela
D. Ayala,173,62,Argentina
S. Asan,170,67,Turkey
G. Thomas,173,76,Wales
T. Seto,181,73,Japan
F. Kleinhansl,180,72,Germany
L. Mercan,176,69,Germany
K. Chodyna,176,68,Poland
Ros,188,76,Spain
R. Teibert,173,69,Canada
N. Ahamada,183,73,France
M. Wilks,183,73,England
S. Medina,178,67,Argentina
A. Budimir,190,75,Croatia
M. Alfonso,171,68,Paraguay
T. Bayliss,183,78,England
E. Fernández,178,76,Argentina
D. Zima,190,80,Czech Republic
I. Ordets,195,88,Ukraine
Park Ji Soo,187,83,Korea Republic
Y. Sarı,168,55,Turkey
Raúl Albiol,190,82,Spain
C. Rivas,176,87,Colombia
H. Sudakov,177,68,Ukraine
R. Slater,173,65,England
Fernando Andrade,180,79,Brazil
T. Tillman,183,74,Germany
20 M. Gómez,189,89,Germany
R. Lagos,175,70,Peru
H. Pell,193,85,England
A. Nalić,190,83,Bosnia and Herzegovina
D. McNamara,174,72,Republic of Ireland
D. Pereira,175,68,Venezuela
22 C. Cuero,183,79,Ecuador
J. Bejarano,172,71,Bolivia
22 H. Manzala,177,71,Congo DR
Javi Serrano,175,70,Spain
Quévin Castro,192,77,Portugal
M. Vorobjovas,177,75,Lithuania
R. Koch,191,83,Germany
L. Melo,170,70,Venezuela
N. Boranijašević,182,70,Serbia
J. Souttar,189,75,Scotland
I. Niskanen,177,78,Finland
22 J. Meza,171,70,Venezuela
22 G. Torres,170,64,Argentina
L. Pavoletti,188,85,Italy
F. Paradela,178,69,Argentina
B. Ndoye,187,82,Senegal
Martín,178,69,Spain
C. Slattery,180,80,England
A. Aganović,180,76,Croatia
N. Ngoumou,182,70,France
N. Makhubela,166,57,South Africa
21 Reko Silva,175,67,Portugal
F. Jørgensen,178,74,Norway
T. Burey,187,78,England
Atienza,186,77,Spain
J. Hidalgo,167,58,Venezuela
22 P. Quispe,170,69,Peru
22 Á. Brun,186,87,Uruguay
A. Rodríguez,184,84,Peru
L. Brassier,186,78,France
R. Königsdörffer,182,78,Ghana
22 Braima Sambú,172,64,Portugal
22 L. Takács,190,84,Czech Republic
L. Calodat,171,64,France
Vallejo,184,79,Spain
22 A. Cardozo,179,75,Venezuela
D. Foulon,180,78,Belgium
S. Russo,183,75,Germany
22 H. Nakahara,169,66,Japan
M. Huard,178,71,France
D. Tetek,177,65,Serbia
L. Díaz,180,72,Costa Rica
A. Quintana,168,64,Peru
C. Zabala,187,77,Argentina
O. Bailey,178,70,England
S. Gannon,183,67,Republic of Ireland
J. Molumby,176,68,Republic of Ireland
22 J. Morales,185,77,Peru
G. Carriero,177,72,Italy
A. Ramsey,181,73,England
D. Anderson,175,68,Suriname
A. Fadera,181,69,Gambia
22 M. Katona,176,63,Hungary
16 F. Sinama-Pongolle,176,69,France
R. Calafiori,183,78,Italy
L. Balerdi,187,76,Argentina
Guille Rosas,174,67,Spain
N. Hämäläinen,176,74,Finland
A. Dijksteel,183,72,Netherlands
Franquesa,174,70,Spain
22 S. Štefánik,177,74,Slovakia
22 D. Navarro,179,66,Bolivia
22 Iker Seguín,183,71,Spain
J. Vera,179,81,Paraguay
M. Soulé,176,69,Argentina
Won Du Jae,187,80,Korea Republic
F. Jaritz,180,70,Austria
O. Ndah,190,80,Nigeria
L. Loor,170,65,Ecuador
M. Obafemi,169,71,Republic of Ireland
J. Castillo,175,75,Venezuela
Marquinhos,183,77,Brazil
15 J. Zebina,189,86,France
Iván Martín,178,70,Spain
22 P. Pagnano,173,70,Venezuela
E. Nketiah,180,73,England
22 S. Djeffal,177,69,France
22 N. Iino,173,65,Japan
F. Vera,178,75,Argentina
M. Romero,179,72,Argentina
Álex Cardero,178,70,Spain
A. Çankaya,180,78,Turkey
A. Rus,183,76,Romania
S. Giovane,181,72,Italy
M. Lebusa,183,74,South Africa
K. Spadanuda,177,72,Switzerland
22 T. Borges,170,66,Canada
E. Giménez,178,72,Paraguay
A. Ahmedhodžić,195,84,Bosnia and Herzegovina
22 D. Peeters,185,75,Belgium
L. Sørensen,185,78,Denmark
R. Norrington-Davies,181,70,Wales
22 S. Kelly,174,68,Scotland
A. Sanyang,173,69,Gambia
A. Ueda,182,76,Japan
E. Martel,187,81,Germany
T. Booth,174,66,United States
E. Pérez,174,66,Bolivia
D. Guillen,175,63,Venezuela
22 A. Marcus,178,74,Nigeria
W. Swedberg,185,75,Sweden
L. Kerber,181,77,Germany
G. Links,170,64,South Africa
Eduardo Santos,194,92,Brazil
J. van Hecke,185,78,Netherlands
J. Maja,181,76,Nigeria
J. Rodríguez,176,74,Bolivia
E. Villar,176,75,Uruguay
I. Ugbo,185,73,Canada
B. Servania,178,73,United States
R. Oxford,193,86,England
22 Thales,178,73,Brazil
22 D. Simpson,176,80,England
E. Chislett,178,70,South Africa
R. Cherki,176,71,France
S. El Karouani,178,74,Morocco
Cho Gue Sung,188,77,Korea Republic
21 D. Corozo,177,70,Ecuador
A. Walkes,187,83,England
M. Cotali,177,72,Italy
Diogildo Peixe,181,71,Brazil
J. Macías,175,75,Ecuador
21 K. Sato,180,66,Japan
M. Morello,186,75,Argentina
Z. Nagy,188,81,Hungary
22 Cleiton Silva,175,73,Brazil
M. Koscelnik,180,72,Slovakia
20 S. Ben David,183,80,Israel
J. Castillo,184,80,Peru
22 J. Pinto,174,78,Venezuela
L. Díaz,181,73,Argentina
J. Kay,183,75,England
Y. Dhanda,171,63,England
I. Regalado,180,73,Peru
A. Blanco,187,87,Argentina
C. Cappis,185,72,United States
A. Muja,179,69,Kosovo
T. Leigh,185,75,England
22 M. Granados,173,80,Venezuela
Brenner,175,70,Brazil
G. Peredo,168,68,Bolivia
N. Diliberto,175,65,France
22 S. von Kogelsberg,191,82,Germany
P. Płacheta,177,72,Poland
22 Wesley,170,70,Brazil
22 J. Godoy,171,71,Paraguay
U. Güneş,177,74,Turkey
M. Demiral,190,86,Turkey
R. Bellanova,188,78,Italy
O. Cooper,174,65,Wales
A. Giay,180,73,Argentina
A. Zagré,168,60,France
22 A. Ocanto,182,80,Venezuela
G. Charbonnier,188,80,France
21 G. Murray,183,80,England
D. Bobadilla,185,76,Paraguay
22 J. Arce,175,65,Ecuador
22 G. Vega,181,77,Argentina
P. Krätschmer,187,82,Germany
22 Rafael Barbosa,173,67,Portugal
E. Doyle,183,73,Republic of Ireland
W. Kenndal,173,65,Sweden
A. Valério,185,75,France
S. Pettinari,185,80,Italy
M. Friedrich,193,84,Germany
N. Kasanwirjo,185,68,Netherlands
A. Godoy,183,82,Panama
19 Cristian Ceballos,177,68,Spain
22 A. Fuchs,184,76,Germany
22 Patrick,180,70,Brazil
M. Taabouni,178,68,Netherlands
22 J. Chávez,176,81,Ecuador
22 T. Takamine,177,74,Japan
20 D. Pámanes,182,76,Mexico
R. Stewart,193,81,Scotland
22 H. Alpsoy,185,78,Turkey
18 T. Morimoto,180,77,Japan
Y. Gboho,178,64,France
A. Seck,191,90,Senegal
22 Nathan,183,75,Brazil
R. Dadok,184,78,Poland
D. Velkovski,185,70,Bulgaria
A. Bukia,173,58,Congo DR
D. Portilla,178,70,Chile
M. Raičković,187,79,Montenegro
20 C. McCann,175,65,Republic of Ireland
R. Saucedo,178,75,Bolivia
O. Moxon,186,76,England
R. Ibarra,178,76,Venezuela
Bustinza,175,73,Spain
T. Corbeanu,188,77,Canada
C. M'Mombwa,164,67,Australia
Ó. Noriega,163,65,Venezuela
M. Prost,176,76,Argentina
N. Patterson,183,66,Scotland
Chiquinho,179,72,Portugal
22 D. Boudaud,173,70,France
M. Fossey,179,77,United States
L. Shabani,175,71,Albania
22 Pol García,185,76,Spain
T. Morton,178,71,England
21 A. Montero,175,65,Venezuela
H. Ahmed,192,75,Qatar
M. Maolida,181,78,France
E. Tortolero,172,72,Venezuela
22 C. Huerta,171,67,Mexico
22 L. Kreković,182,76,Croatia
21 F. Alashe,183,77,United States
M. Robinson,188,84,United States
Aimar Oroz,177,73,Spain
22 Cássinho,177,75,Brazil
22 G. Carneiro,194,85,Uruguay
M. Kaalund,183,75,Denmark
Y. Arismendi,163,62,Argentina
V. Muriqi,194,86,Kosovo
T. Pearce,185,70,England
T. Børkeeiet,188,81,Norway
I. Määttä,188,72,Norway
B. Brahimi,183,73,France
L. Damer,178,74,Germany
22 Nuno Pina,182,74,Portugal
M. van Beijnen,187,76,Netherlands
L. Salvesen,186,82,Norway
C. Patino,182,75,England
Ekain,179,72,Spain
21 C. Neyra,170,61,Peru
Park Chu Young,182,75,Korea Republic
F. Winther,185,75,Denmark
A. Maxsø,191,87,Denmark
Ș. Pănoiu,177,71,Romania
22 M. Stefel,184,80,Austria
Félix Correia,178,72,Portugal
B. Hanlan,182,83,England
M. Maita,182,78,Italy
A. Barreca,180,70,Italy
D. Hernández,174,65,Uruguay
M. Adeline,180,63,France
22 R. Bochi,175,68,Argentina
M. van de Ven,193,89,Netherlands
K. Silva,179,74,Venezuela
22 Cristo Romero,174,64,Spain
Henrique Gomes,185,78,Portugal
E. İlkhan,175,68,Turkey
Thierno,175,70,Guinea
J. Danley,180,75,Haiti
Y. Demir,173,65,Austria
T. Nuss,172,68,Argentina
J. Ondrejka,180,70,Sweden
J. Horn,186,79,Germany
C. Costin,177,73,Romania
A. Benítez,176,74,Paraguay
22 R. Ladinetti,182,78,Italy
22 S. Cáceres,180,77,Uruguay
22 M. Čuić,184,74,Croatia
S. Göksu,182,80,Turkey
22 Y. Velasco,176,72,Venezuela
22 Pablo García,177,72,Spain
J. Evans,188,77,Northern Ireland
M. Cachbach,181,72,Belgium
22 S. Nicholson,192,83,Jamaica
P. Cutrone,183,79,Italy
22 M. Petrov,170,64,Russia
S. Schonlau,185,80,Germany
H. Darling,189,82,England
I. Jansson,174,71,Sweden
N. Gorzel,175,73,Germany
Léo Jabá,178,75,Brazil
P. Jagielka,180,87,England
S. Renel,183,71,France
W. Orban,186,87,Hungary
N. Stierlin,182,80,Germany
M. Johnston,178,66,Scotland
A. Koiki,187,81,England
M. Elia,184,78,Cyprus
22 W. Younoussa,174,66,Cameroon
21 Matheus Clemente,182,72,Portugal
L. Nicholas,188,80,Nigeria
R. Shein,185,75,Estonia
20 Cláudio Tavares,179,73,Portugal
A. Scully,173,66,Republic of Ireland
A. Ba,180,75,France
22 H. Zagbayou,170,63,Côte d'Ivoire
22 N. Quagliata,171,63,Uruguay
22 F. Contreras,172,73,Mexico
G. Merloi,170,65,Romania
L. Taylor,188,79,Montserrat
L. Oyen,174,69,Belgium
C. Clark,180,68,United States
22 J. Juelsgård,180,81,Denmark
J. Adamu,183,75,Austria
15 E. Abidal,186,74,France
22 R. Yasunaga,177,72,Japan
B. Farioli,179,70,Argentina
21 N. Janković,186,78,Croatia
M. Diambou,176,60,Mali
21 S. Korb,174,72,Germany
K. Redondo,180,71,Germany
H. Dunk,184,73,England
A. Beck,185,80,Germany
22 A. Kerouedan,173,66,France
Iván Azón,182,78,Spain
22 Mario Ordoñez,180,75,Spain
R. El Yaakoubi,183,80,Netherlands
20 A. Candela,185,79,Italy
A. Asad,175,61,Qatar
Ricard,175,68,Spain
21 D. Pavlev,179,70,Slovenia
R. Ferhaoui,183,74,France
B. Thomas-Asante,175,74,England
A. Rodríguez,180,82,Colombia
D. Gómez,185,83,Paraguay
T. Deniz,184,72,Germany
21 F. Kidd,177,70,Uruguay
A. Saidi,186,76,Sweden
S. Rodríguez,172,62,Uruguay
D. Okereke,181,79,Nigeria
22 M. García,155,66,Mexico
T. Latteier,177,71,Germany
M. Rodríguez,165,67,Argentina
F. Redondo,190,75,Spain
16 C. Telfer,175,74,Scotland
M. Mohebi,186,84,Iran
22 S. Yendis,174,69,Venezuela
S. Cisse,179,71,Guinea
B. Cabrera,178,75,Paraguay
T. Xoki,184,74,South Africa
Jang Hyeon Soo,183,83,Korea Republic
T. Cele,178,77,South Africa
16 O. Al Muwallad,181,87,Saudi Arabia
S. Thórdarson,189,76,Iceland
O. Kossounou,191,79,Côte d'Ivoire
B. Egüez,175,77,Bolivia
T. Hamer,188,80,England
Ricard Artero,181,75,Spain
22 N. Adams,178,70,Wales
Ibañez,185,73,Brazil
22 J. Brooks,193,78,United States
A. Mumin,188,80,Ghana
J. Šutalo,190,82,Croatia
Gustavo Klismahn,180,80,Brazil
R. Williams,187,78,Australia
22 Toni Herrero,178,74,Spain
15 A. Rikan,171,64,Israel
22 L. Torrico,181,83,Bolivia
22 D. Peretz,185,73,Israel
L. Appéré,185,71,Scotland
22 L. Torres,178,70,Argentina
I. Kanu,182,75,Sierra Leone
R. Holding,189,75,England
21 M. Mohsen,185,81,Egypt
D. Reasco,172,75,Ecuador
22 P. Solari,181,77,Argentina
A. Richardson,195,79,France
Gui,183,71,Portugal
21 T. Hamasaki,175,70,Japan
A. Herzog,177,77,Germany
A. Schott,174,69,Argentina
21 I. Miño,172,68,Paraguay
A. Madibo,168,72,Qatar
22 M. Bogusz,175,69,Poland
M. Papela,174,70,Germany
Terrats,181,71,Spain
22 M. Merentiel,175,68,Uruguay
22 Fábio,193,81,Brazil
J. Bowler,175,75,England
S. Surridge,191,77,England
H. Keïta,182,72,Mali
G. Bayrakdar,181,74,Turkey
D. Diaw,191,78,Italy
Francisco Conceição,168,61,Portugal
D. Collander,178,70,Sweden
K. Bryan,185,72,England
14 B. Mendy,180,77,France
Martín,175,70,Spain
F. Bonazzoli,182,79,Italy
L. Jephcott,177,75,Wales
N. Silva,165,63,Uruguay
A. Sefer,178,71,Romania
A. Pyrka,177,72,Poland
M. Alonso,166,73,Uruguay
K. Arase,172,62,Austria
22 G. Hoarau,193,85,France
R. Garro,174,70,Argentina
